ID	lastname	firstnames	birth_date	birth_city_label	birth_city_id	personnal_information	profesionnal_information	comment
45	ALLIER	Joseph	1763-11-15	Grenoble (Isère)	14861	<p>Il est né le 15 novembre 1763 à Grenoble (Isère), où son père était imprimeur.<br>Il est premier adjoint au maire de Gap.</p>	<p>Il exerçait à Grenoble où les Allier étaient imprimeurs de père en fils avant la Révolution et, en 1790, il fut appelé par l’administration à Gap où il transporta son entreprise <em>« qui a contribué à répandre les Lumières  dans un pays ignoré et d’un accès si  difficile »</em> (pétition pour être imprimeur du Roi).<br>En novembre 1818, il a été breveté imprimeur en lettres, mais il considère que, quoique seul dans le département, il ne peut occuper qu’une demi-presse. Il justifie sa demande de brevet de lithographe par les besoins généraux en travaux de ville mais aussi par la volonté d’être utile au<em> « cours gratuit de géométrie et mécanique appliquée aux arts démontré dans cette ville par M. Janson, ancien ingénieur du corps royal des Ponts et Chaussées […]  Les figures les plus essentielles et les plus compliquées, accompagnées d’une courte explication, distribuées aux ouvriers qui suivent ce cours et qui en retirent déjà de si grands avantages, ne pourraient que contribuer beaucoup à leur instruction. »</em> Autre raison : <em>« Nos contrées riches en sites pittoresques et curieux offrent aux artistes des sujets dignes d’exercer leurs crayons. Déjà le zélé  professeur dont nous avons parlé, M. Janson, habile dessinateur, s’est occupé à l’instigation de nos administrateurs éclairés de la recherche et de la description des Antiquités de ce département et il a réuni de nombreux matériaux  d’une collection aussi intéressante que précieuse. »</em> Il obtient un brevet de libraire le 4 avril1838. Ses brevets de libraire et lithographe passent à ses fils, mais son brevet d’imprimeur en lettres est accordé à un nommé Garnier.</p>	
46	ALLIER	François, Joseph	1792-11-30	Grenoble (Isère)	14861	"<p>Il est né à Grenoble le 30 novembre 1792 dans une famille où l'on est imprimeur du Roi de père en fils, depuis 1781. Sergent de la Garde nationale, il s'est distingué  ""en marchant contre les rebelles qui s'étaient rendus sous les murs de Grenoble dans la nuit du 4 au 5mai 1816""  et il a fait partie du ""détachement qui s'est emparé du poste de la bastille déjà occupé par les rebelles"".  Il est père de trois fils. Il est juge au tribunal de commerce.</p>"	"<p>Il a obtenu son brevet d'imprimeur en lettres le 1er octobre 1817, en remplacement de son père avec qui il travaillait depuis 8 ans et qui avait demandé à changer la raison sociale de l'imprimerie en y ajoutant ""père et fils"". Il est l'imprimeur de la Préfecture et de diverses administrations. Il obtient un brevet de libraire le 30 août 1838. Le 5 juillet 1858, il est condamné à une amende de 3 000 F (réduite après recours en grâce à 300 F) pour défaut de déclaration et de dépôt d'un Règlement de la Société des buveurs du 61e de ligne.</p>"	
47	ALLIER	François, Joseph, Édouard	1820-03-09	Grenoble (Isère)	14861	<p>Il est né le 9 mars 1820 à Grenoble où son père est imprimeur.</p>	<p>Il est l'associé de son père qui possède les brevets nécessaires à la lithographie et la typographie. Il  acquiert le brevet de lithographe et le matériel de Pégeron le 25 novembre 1853, mais, n'ayant pas besoin du brevet pour travailler, il ne demande pas la transmission.</p>	
48	ALLIOT	Eugène				<p>Il est employé de commerce.</p>	<p>Il utilise une presse portative Guérin-Nicolot pour imprimer factures et circulaires.</p>	
49	ALLOIN	Jean	1838-12-24	Villefranche (Rhône)	35932	<p>Il est né à Villefranche le 24 décembre 1838. Il est graveur et a travaillé comme ouvrier lithographe.</p>	<p>Il s'associe avec Joseph Glotton dans une imprimerie typographique (déclarée le 17 janvier 1872) et lithographique. Ils font des travaux de ville.</p>	
50	ALLOUARD	Vincent, Toussaint	1838-11-02	Saint-Martin-d'Hères (Isère)	15085	<p>Il est né à Saint-Martin-d'Hères (Isère) le 2 novembre 1838 ; son père était cultivateur. Il est ouvrier lithographe.</p>	<p>Il justifie sa demande par les besoins des ganteries à Grenoble  et le nombre réduit des lithographes puisque les Allier et les Genaud exploitent deux imprimeries mais possèdent quatre brevets.</p>	
51	ALLOUEL	Émile, Jacques, Étienne	1803-05-06	Rennes (Ille-et-Villaine)	14042	<p>Il est né le 6 mai 1803 à Rennes (Ille-et-Villaine) ; son père était employé des postes et receveur à la Loterie Nationale. Il est célibataire et occupe avec ses frères et soeurs un logement dont le loyer est de 250 F .</p>	"<p>Il est compositeur typographe au <em>Journal de Paris </em>de 1830 à 1839<em>, </em>à la<em> Gazette de France </em>en 1840<em>. </em>Il dit avoir une habileté particulière pour la compositon de la musique en caractères mobiles. Il s'intéresse à la lithographie qui lui semble une technique d'avenir. Toutefois, dès novembre 1840, il demande un brevet  d'imprimeur en lettres pour Savenay, appuyé par plusieurs recommandations. L'administration répond que la création d'un brevet à Savenay est inopportune. Bien qu'il soutienne que  l'actuel titulaire a laissé ""déchoir"" son brevet, il n'obtient rien. En 1843, il fait la même demande pour Dinan. Sans succès.</p>"	
52	ALOYE	Pierre, Eugène	1827-04-18	Yvetot (Seine-inférieure)	31542	<p>Il est né à Yvetot (Seine-inférieure) le 18 avril 1827 ; son père était toilier. Il est ouvrier lithographe.</p>	<p>Il  a repris les trois brevets de Barbé. Sa veuve ne reprendra que les brevets de lithographe et d'imprimeur en lettres, le brevet de libraire ayant été cédé dès le 6 mai 1859.</p>	
53	ALPHONSIS frère					<p>Il dirige une école communale religieuse.</p>	<p>Il utilise une presse autographique pour imprimer des résumés de leçons et de la musique.</p>	
54	ALRICY	Antoine	1835-04-11	Crémieu (Isère)	14819	<p>Il est né à Crémieu (Isère) le 11 avril 1835.</p>	<p>Il est imprimeur en lettres et lithographe, en remplacement de  Coste-Labaume qui avait fait une déclaration le 7 mars 1873. Il est condamné à 100 F d'amende le 23 décembre 1875 pour défaut de déclaration de l'<em>Almanach de la Mascarade. </em>Il a une petite production imprimée très diverse : prières, indicateur des services d'omnibus, histoire locale... En 1889, il prend un associé et la raison sociale devient Alricy et Fauque. L'imprimerie est en liquidation en 1897 ; elle est reprise pour trois ans par C. Alricy, puis disparaît.</p>	
55	AMELOT	François	1826-02-26	Challerange (Ardennes)	2523	<p>Il est né à Challerange (Ardennes) le 26 février 1826.</p>	<p>Il obtient un brevet de libraire le 31 décembre 1869. == Il reprend l'activité de typographe d'Édouard Corfmat et crée une activité de lithographe.</p>	
56	AMETTE	E.					"<p>Il a commencé comme libraire, typographe puis  lithographe. Il imprime, à paritr du 31 octobre 1875, un hebdomadaire, <em>Le Petit Dieppois,</em> dont le Sous-Préfet dit qu'il est ""un journal de dénigrement"", tout en notant  : Amette ""n'a pas d'antécédents politiques et sa vie privée est exempte de tout reproche. Il a peu de fortune."" S'il n'a jamais eu de condamnation politique, il a collaboré sous l'Empire à une feuille d'opposition, <em>La Ligne directe, </em>et il est remplacé le 16 juin 1877 comme typographe par Louis Albert Detré qui cherche à animer, après la disparition du <em>Petit Dieppois</em>, plusieurs feuilles socialistes.et abandonne les autres spécialités. Detré ne semble pas avoir pratiqué la lithographie.</p>"	
57	AMIC	Eudore Justin, François, Léopold	1811-03-01	Bordeaux (Gironde)	12988	<p>Il est né le 1er mars 1811 à Bordeaux ; son père était négociant.</p>	<p>Le rapport juge qu'il est à la tête d'un établissement en voie de prospérité.</p>	
58	AMILHAU	V.				<p>Il est négociant.</p>	<p>Il utilise une presse lithographique pour fabriquer étiquettes et factures.</p>	
59	AMOUDRY	Joseph, Firmin	1792-07-30	Noyon (Oise)	24163	<p>Il est né le 30 juillet 1792 à Noyon ; son père était relieur. Il travaille d'abord avec son père qui est devenu imprimeur en lettres et qui édite des ouvrages de piété et des livres classiques pour les écoles chrétiennes.</p>	<p>Quand son père  veut se démettre en sa  faveur de son brevet de typographe, l'administration refuse cette transmission  au motif qu'il y a trop d'imprimeurs à Noyon. Il n'obtient ce brevet que quatre ans plus tard, le 3  septembre 1828, alors que son père est décédé. Entre-temps, le 14 août 1827,  il a reçu un brevet de libraire.</p>	
60	AMOUROUSMAU	François	1845-02-07	Bègles (Gironde)	12965	<p>Il est né à Bègles (Gironde) le 7 février 1845 ; son père était jardinier. Il est le gendre de Tanet qui démissionne en sa faveur.</p>	<p>Il imprime des étiquettes de vins (Chambertin  Le Chevalier frères, 1883)</p>	
61	ANCELIN	J. P.						
62	ANCELLE	Louis, Jules	1814-11-06	Évreux (Eure)	10022	<p>Il est né le 6 novembre 1814 à Évreux où son père était imprimeur.</p>	<p>Il reprend les trois brevets de son père qui lui cède son imprimerie. Son certificat d'aptitude est signé des président, vice-président et d'autres membres de la Chambre des imprimeurs de Paris (Crapelet, Didot, Fournier...).</p>	
63	ANCELLE	Jean, Jacques	1787-05-22	Évreux (Eure)	10022	<p>Il est né le 22 mai 1787 à Évreux. Il est fils et petit-fils d'imprimeurs libraires.</p>	<p>En 1818, il reçoit ses brevets de libraire (20 juillet) et  d'imprimeur en lettres (20 novembre). Il réclame, en considération de l'ancienneté et du sérieux de sa maison,  la faveur d'être nommé imprimeur du Roi, ce qu'il obtient en novembre 1828.<br>Typographe et lithographe, il imprime l'un des premiers manuels de paléographie (1839).<br>Une enquête menée, en 1823, pour défaut d'adresse sur un catéchisme est classée sans suite.</p>	
64	ANCOURT	Edward					<p>Il est l'imprimeur de lithographies de Toulouse Lautrec pour Elles (Jane Avril), et de la célèbre affiche France Champagne, dessinée par Bonnard (1891) ;  il a participé à la <em>Revue Blanche</em>.</p>	
65	ANDOUARD	Pierre dit Alfred	1830-06-13	La Couronne (Charente)	5599	<p>Il est né le 13 juin 1830 à La Couronne (Charente). Son père était boucher. Surnommé en famille Alfred, il est, en 1866, marié et père de 2 enfants.</p>	<p>Il est fabricant de papier à La Couronne et cède son établissement en 1861 pour venir à Paris  s'installer papetier et marchand de fournitures de bureau. Il reçoit le brevet de Mirandel devenu vacant à la suite de sa mort. Il est autorisé, le 26 mai 1866, à vendre  (mais uniquement sur place) des paroissiens ; il fait la déclaration, le 14 janvier 1878, d'une activité de typographe. Il est jugé à la tête d 'un établissement de papeterie considérable.<br></p>	E. P., 27/05/2018.
66	ANDRÉ	Eugène		Saint Cyr l'Ecole (Seine et Oise)	32269	<p>Né en 1836 à Saint Cyr l'Ecole (Seine et Oise).</p>		
67	ANDRÉ	Jean, Étienne	1819-04-01	Paris	30798	"<p>Né le 1er avril 1819 à Paris, il est marié et père d'un enfant. Sa mère était ouvrière lingère, célibataire. Il a été reconnu ultérieurement par son père, ancien militaire attaché au commissariat de police du quartier des Tuileries. ""Son éducation première s'est bornée à peu de choses"" : il a fréquenté 2 ou 3 écoles et, enfant de choeur à Saint Estache où il y a une école pour les enfants, il y a appris des éléments de sa langue et de la musique ; il a quitté cette école à 13 ans. Il a été placé comme apprenti lithographe en janvier 1832 et travaille dans plusieurs maisons où il reste 2 ou 3 ans ; dans la dernière, il  était contre-maître.<br>Il meurt le 16 avril 1855.</p>"	"<p>Il s'est associé avec Lecaudey. Il possède 3 presses: ""1 petite pour les transports et 2 autres pour l'impression des écritures"".</p>"	E. P., 27/05/2018.
68	ANDRIEU	Jean, Ernest	1823-01-07	Bordeaux (Gironde)	12988	<p>Il est né à Bordeaux le 7 janvier 1823 ; son père était confiseur. Il est écrivain lithographe depuis 15 ans.</p>	<p>Il a acheté en décembre 1857 l'imprimerie de Lanefranque.</p>	
69	ANDRIEU						<p>Les frères F. et C. Andrieu sont associés dans l'exploitation d'un atelier lithographique.</p>	
70	ANDRIEUX	Napoléon, Dieudonné	1830-05-28	Senantes (Oise)	24300	<p>Il est né le 28 mai 1830 à Senantes (Oise) ; son père était agriculteur.</p>	<p>Il reprend les trois brevet de Cottu.</p>	
71	ANDRIEUX, veuve DRÉLY	Marie, Prudence, Séraphine	1825-01-16	Cuigy-en-Bray (Oise)	23885	<p>Elle est née à Cuigy-en-Bray (Oise) le 16 janvier 1825 ; son père était cultivateur.  Ella épousé le 27 juin 1844 l'imprimeur Drély qui était veuf. À sa mort en juin 1858, elle a trois enfants mineurs.</p>	<p>Elle reprend les trois brevets de son mari, avant de les céder au prote Fergant avec qui elle se remarie le 8 mai 1860.</p>	
72	ANGÉE	François, *Auguste, Philbert		Authieux (Eure)	9827	<p>Né le 29 juin 1800 aux Authieux-Papion (Calvados).</p>	<p>Il a passé quinze ans dans les affaires.</p>	
73	ANGELFRET	Victor	1827-04-01	Lyon (Rhône)	28533	<p>Il est né le 1er avril 1827 à Lyon.</p>	<p>Il déclare le 18 novembre1873 ouvrir une librairie, puis il y joint un atelier de typographie et lithographie.</p>	
74	ANGER	B.				<p>Il dirige une institution religieuse.</p>	<p>Il utilise une presse autographique pour les besoins de l'institution.</p>	
75	ANGRAND	Jean, François	1799-11-28			"<p>Il est né le 28 novembre 1799. Il est marié, père de famille et possède deux maisons rue Meslay dans lesquelles il a installé son entreprise. Sa fabrique est importante et on assure qu'il jouit d'une belle fortune. Il se dit le plus ancien fabricant de papier de fantaisie. À l'Exposition des produits de l'industrie française de 1823, il a reçu une médaille de bronze, rappelée en 1827, pour ""ses papiers maroquinés, marbrés, gaufrés etc. dont il a porté la fabrication à un degré supérieur de perfection"".<br>Il est officier de la Garde nationale, membre du Conseil de la Banque de France (1851), commissaire du Bureau de bienfaisance de son arrondissement, membre de la Société nationale d'horticulture.</p>"	<p>Il était d'abord fabricant de papiers de fantaisie en feuilles et en rouleaux. Dès le 29 octobre 1839, il obtient l'autorisation de remplacer les planches de bois gravé par des planches en zinc et d'avoir 3 presses lithographiques pour l'impression d'ornements en or, argent  sur papier fantaisie. Son brevet de lithographe correspond à l'extension de son activité et à la diversification des motifs.<br>Son entreprise est prospère. Il travaille avec son fils qui lui succède en 1854.</p>	E. P., 27/05/2018 ; 08/03/2022.
